biden_approval,vote2016,vote2020,gss_trust,gss_bible,gss_spanking,social_none,social_fb,social_twitter,social_instagram,social_tiktok,social_pinterest,gender,race,education,income,urban_rural,state,age,region,voted2016,voted2020,race_white,college,noncollege_white
Approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,Massachusetts,25-44,Northeast,False,True,True,True,False
Somewhat disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Disagree,True,False,False,False,False,False,Male,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,Connecticut,25-44,Northeast,True,True,True,True,False
Neither approve nor disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Agree,False,False,True,True,False,False,Male,Asian or Asian American,"Some college, no degree","Over $150,000",Urban,New York,18-24,Northeast,False,True,False,True,False
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Disagree,False,False,True,True,False,False,Male,Asian or Asian American,Graduated from high school,"Under $15,000",Urban,Nevada,18-24,Southwest,True,True,False,False,False
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Agree,False,True,False,False,False,True,Female,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,Arkansas,45-64,South,True,True,True,True,False
Neither approve nor disapprove,Other,Other,Can trust,Book of fables,Agree,False,True,True,False,True,False,Male,White or Caucasian,"Some college, no degree","Between $50,000 and $74,999",Rural,New Mexico,25-44,Southwest,True,True,True,True,False
Somewhat approve,Did not vote,Joe Biden,Can trust,Book of fables,Somewhat disagree,False,True,True,True,True,True,Female,White or Caucasian,Completed graduate school,"Between $15,000 and $49,999",Suburban,Indiana,25-44,Midwest,False,True,True,True,False
Somewhat approve,Did not vote,Other,Can trust,Inspired word,Disagree,False,False,False,True,False,False,Female,Asian or Asian American,Graduated from college,"Under $15,000",Urban,Florida,25-44,Southeast,False,True,False,True,False
Somewhat approve,Did not vote,Joe Biden,Can trust,Book of fables,Somewhat agree,False,True,False,False,False,False,Male,White or Caucasian,Completed graduate school,"Between $75,000 and $99,999",Urban,New Jersey,25-44,Northeast,False,True,True,True,False
Somewhat approve,Hillary Clinton,Joe Biden,Can trust,Inspired word,Disagree,False,False,True,False,True,False,Male,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Suburban,Florida,25-44,Southeast,True,True,True,False,True
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Somewhat disagree,False,True,True,True,True,True,Female,White or Caucasian,Graduated from high school,"Between $50,000 and $74,999",Suburban,North Carolina,18-24,Southeast,False,False,True,False,True
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Inspired word,Somewhat disagree,False,True,True,True,True,True,Male,Hispanic or Latino,"Some college, no degree","Between $15,000 and $49,999",Urban,North Carolina,25-44,Southeast,False,False,False,True,False
Somewhat disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Somewhat agree,False,True,True,False,False,False,Male,Hispanic or Latino,"Some college, no degree","Under $15,000",Suburban,North Carolina,25-44,Southeast,False,True,False,True,False
Neither approve nor disapprove,Did not vote,Other,Can trust,Book of fables,Agree,False,False,True,False,False,False,Male,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Urban,New York,18-24,Northeast,False,True,True,True,False
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,False,False,False,False,Female,White or Caucasian,"Some college, no degree","Between $75,000 and $99,999",Rural,New Hampshire,65+,Northeast,True,True,True,True,False
Somewhat disapprove,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Somewhat disagree,False,False,True,True,True,False,Female,Asian or Asian American,Graduated from college,"Between $50,000 and $74,999",Urban,California,25-44,Pacific,True,True,False,True,False
Approve,Hillary Clinton,Joe Biden,Don’t know,I don’t know,Don't know,True,False,False,False,False,False,Male,Black or African American,Graduated from college,"Under $15,000",Urban,New York,25-44,Northeast,True,True,False,True,False
Neither approve nor disapprove,Did not vote,Did not vote,Can trust,Book of fables,Somewhat disagree,False,True,False,True,False,True,Female,Other,"Some college, no degree","Between $50,000 and $74,999",Suburban,Georgia,25-44,Southeast,False,False,False,True,False
Disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Agree,False,True,False,True,False,True,Female,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Rural,Oklahoma,25-44,Mountains,True,True,True,True,False
Neither approve nor disapprove,Did not vote,Did not vote,Can trust,Inspired word,Somewhat agree,False,True,True,True,False,False,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,Kentucky,45-64,South,False,False,True,True,False
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Somewhat agree,False,True,False,False,False,False,Female,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Suburban,Virginia,25-44,South,True,True,True,False,True
Neither approve nor disapprove,Donald Trump,Donald Trump,Can trust,I don’t know,Don't know,False,True,False,False,False,False,Male,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Rural,Ohio,25-44,Midwest,True,True,True,True,False
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,False,False,False,False,Male,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Suburban,Utah,25-44,Mountains,True,True,True,False,True
Somewhat approve,Did not vote,Did not vote,Don’t know,Book of fables,Disagree,False,False,True,True,False,True,Male,White or Caucasian,Graduated from high school,"Under $15,000",Suburban,Florida,18-24,Southeast,False,False,True,False,True
Somewhat disapprove,Did not vote,Other,Can't be too careful,Book of fables,Don't know,True,False,False,False,False,False,Male,White or Caucasian,"Some college, no degree","Between $75,000 and $99,999",Suburban,California,18-24,Pacific,False,True,True,True,False
Somewhat approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,True,True,False,Female,White or Caucasian,Graduated from college,"Under $15,000",Suburban,Michigan,18-24,Midwest,True,True,True,True,False
Neither approve nor disapprove,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,True,False,False,False,Female,White or Caucasian,"Some college, no degree","Under $15,000",Rural,Arizona,18-24,Southwest,True,True,True,True,False
Approve,Did not vote,Joe Biden,Can't be too careful,Inspired word,Disagree,False,True,False,False,False,True,Female,Hispanic or Latino,"Some college, no degree","Under $15,000",Suburban,Maryland,18-24,Northeast,False,True,False,True,False
Disapprove,Did not vote,Donald Trump,Can't be too careful,Book of fables,Disagree,False,True,False,False,False,False,Male,White or Caucasian,Graduated from high school,"Under $15,000",Urban,New Jersey,25-44,Northeast,False,True,True,False,True
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Agree,False,True,True,True,True,True,Female,Hispanic or Latino,Graduated from college,"Between $50,000 and $74,999",Urban,California,25-44,Pacific,True,True,False,True,False
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,True,False,False,False,False,False,Female,Asian or Asian American,"Some college, no degree","Between $100,000 and $150,000",Rural,New York,45-64,Northeast,True,True,False,True,False
Neither approve nor disapprove,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,True,False,False,Female,Hispanic or Latino,Graduated from high school,"Between $15,000 and $49,999",Suburban,Texas,25-44,South,True,True,False,False,False
Strongly approve,Hillary Clinton,Joe Biden,Can trust,Inspired word,Somewhat disagree,False,True,False,False,False,False,Female,White or Caucasian,Completed graduate school,"Between $75,000 and $99,999",Suburban,Michigan,65+,Midwest,True,True,True,True,False
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Inspired word,Disagree,False,True,False,True,False,False,Female,Asian or Asian American,"Some college, no degree","Between $50,000 and $74,999",Urban,California,18-24,Pacific,False,True,False,True,False
Strongly approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,True,False,False,False,False,Female,Other,Graduated from high school,"Under $15,000",Urban,Oregon,45-64,Pacific,False,True,False,False,False
Neither approve nor disapprove,Did not vote,Did not vote,Can't be too careful,Word of God,Disagree,False,True,True,False,False,False,Female,White or Caucasian,Graduated from high school,"Under $15,000",Urban,Michigan,45-64,Midwest,False,False,True,False,True
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Disagree,False,True,True,True,False,True,Male,Asian or Asian American,Graduated from college,"Between $15,000 and $49,999",Suburban,Ohio,25-44,Midwest,False,False,False,True,False
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,True,False,False,False,False,False,Female,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Suburban,Illinois,25-44,Midwest,False,True,True,True,False
Approve,Donald Trump,Donald Trump,Can trust,Word of God,Agree,False,True,True,True,False,True,Male,White or Caucasian,Completed graduate school,"Between $100,000 and $150,000",Urban,Florida,25-44,Southeast,True,True,True,True,False
Strongly disapprove,Donald Trump,Donald Trump,Can trust,Inspired word,Somewhat agree,True,False,False,False,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,Texas,65+,South,True,True,True,True,False
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,True,False,False,False,False,False,Male,White or Caucasian,Graduated from high school,"Under $15,000",Suburban,California,25-44,Pacific,True,True,True,False,True
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Don't know,False,False,True,True,True,False,Male,Asian or Asian American,Graduated from college,"Between $75,000 and $99,999",Suburban,Illinois,25-44,Midwest,True,True,False,True,False
Approve,Did not vote,Did not vote,Can trust,Book of fables,Disagree,False,True,True,True,True,True,Female,Asian or Asian American,Graduated from college,"Between $15,000 and $49,999",Urban,South Carolina,25-44,Southeast,False,False,False,True,False
Approve,Did not vote,Other,Can't be too careful,Inspired word,Agree,False,True,False,True,True,False,Female,White or Caucasian,Completed graduate school,"Between $50,000 and $74,999",Rural,North Carolina,25-44,Southeast,False,True,True,True,False
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,False,True,True,True,False,Male,Asian or Asian American,Graduated from college,"Between $15,000 and $49,999",Suburban,Florida,18-24,Southeast,True,True,False,True,False
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,True,False,False,True,Female,White or Caucasian,Completed graduate school,"Between $15,000 and $49,999",Suburban,Tennessee,45-64,South,True,True,True,True,False
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Don't know,False,True,True,True,False,False,Female,Black or African American,Graduated from college,"Between $75,000 and $99,999",Suburban,Florida,25-44,Southeast,True,True,False,True,False
Neither approve nor disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,True,False,False,Male,Hispanic or Latino,"Some college, no degree","Under $15,000",Urban,Florida,18-24,Southeast,False,True,False,True,False
Neither approve nor disapprove,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Don't know,False,True,False,True,False,False,Male,Other,Graduated from college,"Between $50,000 and $74,999",Suburban,California,25-44,Pacific,True,True,False,True,False
Strongly approve,Hillary Clinton,Joe Biden,Don’t know,Book of fables,Somewhat disagree,False,False,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,Pennsylvania,25-44,Midwest,True,True,True,True,False
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,True,True,True,True,Female,Asian or Asian American,Graduated from college,"Between $15,000 and $49,999",Urban,Arizona,18-24,Southwest,True,True,False,True,False
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Don't know,False,True,False,False,False,False,Female,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Suburban,Alabama,65+,South,True,True,True,False,True
Neither approve nor disapprove,Did not vote,Did not vote,Don’t know,Word of God,Disagree,False,True,False,False,False,False,Male,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Suburban,Texas,25-44,South,False,False,True,True,False
Somewhat approve,Donald Trump,Did not vote,Can't be too careful,Book of fables,Disagree,False,False,False,True,False,False,Male,White or Caucasian,Graduated from high school,"Under $15,000",Rural,New Jersey,18-24,Northeast,True,False,True,False,True
