date;turno;previsto;candidato;hdi_50_lower;hdi_50_higher;hdi_90_lower;hdi_90_higher
2021-06-20;1;0,106;Ciro;0,099;0,104;0,096;0,108
2021-06-27;1;0,105;Ciro;0,101;0,106;0,097;0,109
2021-07-04;1;0,101;Ciro;0,099;0,104;0,095;0,107
2021-07-11;1;0,099;Ciro;0,100;0,105;0,097;0,108
2021-07-18;1;0,104;Ciro;0,102;0,107;0,098;0,110
2021-07-25;1;0,104;Ciro;0,102;0,107;0,098;0,110
2021-08-01;1;0,099;Ciro;0,094;0,099;0,091;0,102
2021-08-08;1;0,076;Ciro;0,072;0,075;0,069;0,078
2021-08-15;1;0,076;Ciro;0,071;0,075;0,069;0,078
2021-08-22;1;0,076;Ciro;0,071;0,075;0,069;0,078
2021-08-29;1;0,074;Ciro;0,070;0,073;0,067;0,076
2021-09-05;1;0,076;Ciro;0,072;0,075;0,070;0,079
2021-09-12;1;0,076;Ciro;0,071;0,074;0,068;0,077
2021-09-19;1;0,079;Ciro;0,074;0,078;0,071;0,080
2021-09-26;1;0,082;Ciro;0,075;0,079;0,072;0,082
2021-10-03;1;0,079;Ciro;0,062;0,066;0,059;0,069
2021-10-10;1;0,079;Ciro;0,063;0,067;0,061;0,069
2021-10-17;1;0,079;Ciro;0,062;0,066;0,059;0,069
2021-10-24;1;0,085;Ciro;0,067;0,071;0,064;0,074
2021-10-31;1;0,084;Ciro;0,066;0,070;0,063;0,073
2021-11-07;1;0,068;Ciro;0,056;0,059;0,053;0,062
2021-11-14;1;0,079;Ciro;0,060;0,065;0,057;0,068
2021-11-21;1;0,060;Ciro;0,045;0,049;0,043;0,052
2021-11-28;1;0,090;Ciro;0,061;0,067;0,057;0,072
2020-09-06;1;0,129;Moro;0,120;0,140;0,107;0,155
2020-12-27;1;0,070;Moro;0,114;0,126;0,106;0,135
2021-01-03;1;0,070;Moro;0,113;0,125;0,105;0,134
2021-01-10;1;0,070;Moro;0,113;0,126;0,106;0,136
2021-01-17;1;0,070;Moro;0,114;0,126;0,106;0,135
2021-01-24;1;0,070;Moro;0,114;0,126;0,106;0,135
2021-01-31;1;0,070;Moro;0,113;0,125;0,106;0,136
2021-02-07;1;0,070;Moro;0,113;0,126;0,105;0,135
2021-02-14;1;0,070;Moro;0,114;0,126;0,106;0,135
2021-02-21;1;0,070;Moro;0,114;0,127;0,105;0,135
2021-02-28;1;0,070;Moro;0,113;0,125;0,105;0,134
2021-03-07;1;0,095;Moro;0,083;0,089;0,078;0,094
2021-03-14;1;0,096;Moro;0,085;0,091;0,081;0,095
2021-03-21;1;0,092;Moro;0,080;0,086;0,076;0,091
2021-03-28;1;0,092;Moro;0,080;0,086;0,076;0,091
2021-04-04;1;0,092;Moro;0,080;0,087;0,076;0,091
2021-04-11;1;0,092;Moro;0,080;0,086;0,076;0,091
2021-04-18;1;0,070;Moro;0,061;0,066;0,058;0,070
2021-04-25;1;0,070;Moro;0,061;0,066;0,057;0,070
2021-05-02;1;0,070;Moro;0,061;0,066;0,057;0,070
2021-05-09;1;0,070;Moro;0,061;0,066;0,057;0,070
2021-05-16;1;0,070;Moro;0,061;0,066;0,058;0,069
2021-05-23;1;0,070;Moro;0,061;0,066;0,058;0,069
2021-05-30;1;0,070;Moro;0,061;0,066;0,058;0,069
2021-06-06;1;0,063;Moro;0,061;0,065;0,058;0,069
2021-06-13;1;0,065;Moro;0,060;0,064;0,057;0,067
2021-06-20;1;0,065;Moro;0,060;0,064;0,058;0,067
2021-06-27;1;0,065;Moro;0,061;0,064;0,057;0,067
2021-07-04;1;0,065;Moro;0,060;0,064;0,058;0,068
2021-07-11;1;0,070;Moro;0,063;0,067;0,061;0,070
2021-07-18;1;0,067;Moro;0,062;0,066;0,059;0,069
2021-07-25;1;0,067;Moro;0,062;0,066;0,059;0,069
2021-08-01;1;0,071;Moro;0,062;0,066;0,059;0,068
2021-08-08;1;0,071;Moro;0,062;0,066;0,060;0,069
2021-08-15;1;0,071;Moro;0,062;0,065;0,059;0,068
2021-08-22;1;0,071;Moro;0,062;0,066;0,059;0,068
2021-08-29;1;0,071;Moro;0,062;0,066;0,059;0,068
2021-09-05;1;0,071;Moro;0,062;0,066;0,059;0,068
2021-09-12;1;0,071;Moro;0,062;0,066;0,059;0,068
2021-09-19;1;0,071;Moro;0,062;0,066;0,060;0,069
2021-09-26;1;0,065;Moro;0,058;0,061;0,055;0,064
2021-10-03;1;0,077;Moro;0,062;0,066;0,059;0,069
2021-10-10;1;0,072;Moro;0,061;0,064;0,058;0,067
2021-10-17;1;0,077;Moro;0,062;0,066;0,059;0,069
2021-10-24;1;0,088;Moro;0,071;0,075;0,068;0,078
2021-10-31;1;0,101;Moro;0,081;0,086;0,078;0,090
2021-11-07;1;0,085;Moro;0,076;0,081;0,073;0,084
2021-11-14;1;0,104;Moro;0,092;0,098;0,088;0,102
2021-11-21;1;0,105;Moro;0,093;0,099;0,089;0,103
2021-11-28;1;0,080;Moro;0,129;0,142;0,120;0,151
2020-09-06;1;0,030;Doria;0,024;0,031;0,021;0,036
2020-09-13;1;0,030;Doria;0,025;0,031;0,021;0,036
2020-09-20;1;0,030;Doria;0,025;0,031;0,021;0,035
2020-09-27;1;0,030;Doria;0,025;0,031;0,021;0,036
2020-10-04;1;0,030;Doria;0,025;0,031;0,021;0,036
2020-10-11;1;0,030;Doria;0,025;0,031;0,021;0,036
2020-10-18;1;0,030;Doria;0,024;0,031;0,021;0,036
2020-10-25;1;0,030;Doria;0,025;0,031;0,021;0,035
2020-11-01;1;0,030;Doria;0,025;0,031;0,021;0,036
2020-11-08;1;0,030;Doria;0,025;0,031;0,021;0,036
2020-11-15;1;0,030;Doria;0,025;0,031;0,021;0,036
2020-11-22;1;0,030;Doria;0,025;0,031;0,021;0,036
2020-11-29;1;0,030;Doria;0,025;0,031;0,021;0,036
2020-12-06;1;0,030;Doria;0,025;0,031;0,021;0,036
2020-12-13;1;0,030;Doria;0,025;0,031;0,021;0,036
2020-12-20;1;0,030;Doria;0,024;0,030;0,021;0,036
2020-12-27;1;0,030;Doria;0,026;0,029;0,023;0,032
2021-01-03;1;0,030;Doria;0,026;0,029;0,023;0,032
2021-01-10;1;0,030;Doria;0,026;0,029;0,023;0,032
2021-01-17;1;0,030;Doria;0,025;0,029;0,023;0,032
2021-01-24;1;0,030;Doria;0,025;0,029;0,023;0,032
2021-01-31;1;0,030;Doria;0,026;0,029;0,023;0,032
2021-02-07;1;0,030;Doria;0,025;0,029;0,023;0,032
2021-02-14;1;0,030;Doria;0,026;0,029;0,023;0,032
2021-02-21;1;0,030;Doria;0,025;0,029;0,023;0,032
2021-02-28;1;0,030;Doria;0,025;0,029;0,023;0,032
2021-03-07;1;0,038;Doria;0,030;0,033;0,028;0,035
2021-03-14;1;0,040;Doria;0,033;0,035;0,031;0,037
2021-03-21;1;0,040;Doria;0,032;0,035;0,030;0,036
2021-03-28;1;0,040;Doria;0,032;0,035;0,030;0,037
2021-04-04;1;0,039;Doria;0,032;0,035;0,030;0,037
2021-04-11;1;0,040;Doria;0,032;0,035;0,030;0,036
2021-04-18;1;0,043;Doria;0,035;0,037;0,033;0,040
2021-04-25;1;0,044;Doria;0,036;0,039;0,034;0,040
2021-05-02;1;0,044;Doria;0,036;0,038;0,034;0,041
2021-05-09;1;0,044;Doria;0,036;0,039;0,034;0,041
2021-05-16;1;0,042;Doria;0,034;0,037;0,033;0,039
2021-05-23;1;0,042;Doria;0,034;0,037;0,033;0,039
2021-05-30;1;0,042;Doria;0,034;0,037;0,033;0,039
2021-06-06;1;0,040;Doria;0,035;0,037;0,033;0,039
2021-06-13;1;0,037;Doria;0,034;0,036;0,032;0,038
2021-06-20;1;0,037;Doria;0,034;0,036;0,032;0,038
2021-06-27;1;0,041;Doria;0,037;0,039;0,035;0,041
2021-07-04;1;0,038;Doria;0,034;0,037;0,033;0,039
2021-07-11;1;0,043;Doria;0,040;0,042;0,038;0,044
2021-07-18;1;0,044;Doria;0,040;0,043;0,039;0,045
2021-07-25;1;0,044;Doria;0,040;0,043;0,039;0,045
2021-08-01;1;0,042;Doria;0,038;0,040;0,036;0,042
2021-08-08;1;0,042;Doria;0,038;0,040;0,036;0,042
2021-08-15;1;0,042;Doria;0,038;0,040;0,036;0,042
2021-08-22;1;0,043;Doria;0,039;0,041;0,037;0,043
2021-08-29;1;0,044;Doria;0,039;0,042;0,038;0,044
2021-09-05;1;0,041;Doria;0,037;0,039;0,035;0,041
2021-09-12;1;0,043;Doria;0,038;0,041;0,037;0,043
2021-09-19;1;0,041;Doria;0,037;0,040;0,036;0,041
2021-09-26;1;0,038;Doria;0,034;0,036;0,032;0,038
2021-10-03;1;0,038;Doria;0,033;0,036;0,031;0,038
2021-10-10;1;0,035;Doria;0,032;0,034;0,030;0,036
2021-10-17;1;0,038;Doria;0,033;0,036;0,031;0,038
2021-10-24;1;0,038;Doria;0,033;0,036;0,031;0,038
2021-10-31;1;0,042;Doria;0,037;0,040;0,035;0,042
2021-11-07;1;0,030;Doria;0,026;0,028;0,024;0,030
2021-11-14;1;0,040;Doria;0,034;0,037;0,032;0,040
2021-11-21;1;0,030;Doria;0,026;0,029;0,025;0,031
2021-11-28;1;0,050;Doria;0,042;0,048;0,038;0,052
2021-07-11;1;0,034;Eduardo Leite;0,024;0,028;0,021;0,031
2021-07-18;1;0,034;Eduardo Leite;0,024;0,028;0,021;0,031
2021-07-25;1;0,034;Eduardo Leite;0,024;0,028;0,022;0,031
2021-08-01;1;0,030;Eduardo Leite;0,026;0,028;0,024;0,030
2021-08-08;1;0,030;Eduardo Leite;0,026;0,028;0,024;0,030
2021-08-15;1;0,030;Eduardo Leite;0,026;0,028;0,024;0,030
2021-08-22;1;0,029;Eduardo Leite;0,024;0,027;0,023;0,029
2021-08-29;1;0,025;Eduardo Leite;0,022;0,024;0,020;0,025
2021-09-05;1;0,024;Eduardo Leite;0,020;0,022;0,019;0,024
2021-09-12;1;0,023;Eduardo Leite;0,020;0,022;0,018;0,024
2021-09-19;1;0,028;Eduardo Leite;0,024;0,027;0,022;0,029
2021-09-26;1;0,021;Eduardo Leite;0,019;0,021;0,017;0,023
2021-10-03;1;0,031;Eduardo Leite;0,027;0,031;0,025;0,034
2021-10-10;1;0,027;Eduardo Leite;0,025;0,028;0,023;0,030
2021-10-17;1;0,031;Eduardo Leite;0,027;0,031;0,025;0,033
2021-10-24;1;0,039;Eduardo Leite;0,034;0,038;0,031;0,041
2021-10-31;1;0,034;Eduardo Leite;0,031;0,034;0,028;0,036
2021-11-07;1;0,021;Eduardo Leite;0,021;0,023;0,019;0,025
2021-11-14;1;0,029;Eduardo Leite;0,032;0,037;0,029;0,040
2021-11-21;1;0,021;Eduardo Leite;0,021;0,024;0,020;0,027
2021-11-28;1;0,050;Eduardo Leite;0,043;0,050;0,039;0,056
2020-09-06;1;0,040;Henrique Mandetta;0,021;0,025;0,018;0,029
2020-09-13;1;0,040;Henrique Mandetta;0,021;0,025;0,018;0,029
2020-09-20;1;0,040;Henrique Mandetta;0,021;0,025;0,018;0,029
2020-09-27;1;0,040;Henrique Mandetta;0,021;0,025;0,018;0,029
2020-10-04;1;0,040;Henrique Mandetta;0,021;0,026;0,018;0,029
2020-10-11;1;0,040;Henrique Mandetta;0,021;0,025;0,018;0,029
2020-10-18;1;0,040;Henrique Mandetta;0,021;0,026;0,018;0,029
2020-10-25;1;0,040;Henrique Mandetta;0,021;0,026;0,018;0,029
2020-11-01;1;0,040;Henrique Mandetta;0,021;0,025;0,018;0,029
2020-11-08;1;0,040;Henrique Mandetta;0,021;0,025;0,018;0,029
2020-11-15;1;0,040;Henrique Mandetta;0,021;0,026;0,018;0,029
2020-11-22;1;0,040;Henrique Mandetta;0,021;0,025;0,018;0,029
2020-11-29;1;0,040;Henrique Mandetta;0,021;0,025;0,018;0,029
2020-12-06;1;0,040;Henrique Mandetta;0,021;0,025;0,018;0,029
2020-12-13;1;0,040;Henrique Mandetta;0,021;0,025;0,018;0,029
2020-12-20;1;0,039;Henrique Mandetta;0,021;0,025;0,018;0,029
2020-12-27;1;0,022;Henrique Mandetta;0,014;0,016;0,012;0,018
2021-01-03;1;0,021;Henrique Mandetta;0,014;0,016;0,012;0,018
2021-01-10;1;0,021;Henrique Mandetta;0,014;0,016;0,012;0,018
2021-01-17;1;0,021;Henrique Mandetta;0,014;0,017;0,012;0,018
2021-01-24;1;0,021;Henrique Mandetta;0,014;0,016;0,012;0,018
2021-01-31;1;0,021;Henrique Mandetta;0,014;0,016;0,012;0,018
2021-02-07;1;0,021;Henrique Mandetta;0,014;0,016;0,012;0,018
2021-02-14;1;0,021;Henrique Mandetta;0,014;0,016;0,012;0,018
2021-02-21;1;0,021;Henrique Mandetta;0,014;0,017;0,012;0,018
2021-02-28;1;0,021;Henrique Mandetta;0,014;0,016;0,012;0,018
2021-03-07;1;0,021;Henrique Mandetta;0,014;0,017;0,012;0,018
2021-03-14;1;0,033;Henrique Mandetta;0,022;0,024;0,020;0,026
2021-03-21;1;0,035;Henrique Mandetta;0,023;0,026;0,022;0,027
2021-03-28;1;0,035;Henrique Mandetta;0,023;0,026;0,022;0,027
2021-04-04;1;0,035;Henrique Mandetta;0,023;0,026;0,022;0,027
2021-04-11;1;0,035;Henrique Mandetta;0,023;0,026;0,022;0,027
2021-04-18;1;0,035;Henrique Mandetta;0,023;0,026;0,022;0,027
2021-04-25;1;0,034;Henrique Mandetta;0,022;0,025;0,021;0,026
2021-05-02;1;0,034;Henrique Mandetta;0,022;0,025;0,021;0,026
2021-05-09;1;0,034;Henrique Mandetta;0,022;0,025;0,021;0,026
2021-05-16;1;0,034;Henrique Mandetta;0,024;0,026;0,023;0,028
2021-05-23;1;0,034;Henrique Mandetta;0,024;0,026;0,023;0,028
2021-05-30;1;0,034;Henrique Mandetta;0,024;0,026;0,023;0,028
2021-06-06;1;0,031;Henrique Mandetta;0,025;0,027;0,023;0,028
2021-06-13;1;0,033;Henrique Mandetta;0,026;0,028;0,025;0,030
2021-06-20;1;0,033;Henrique Mandetta;0,026;0,028;0,025;0,030
2021-06-27;1;0,035;Henrique Mandetta;0,029;0,031;0,028;0,033
2021-07-04;1;0,031;Henrique Mandetta;0,028;0,030;0,026;0,032
2021-07-11;1;0,031;Henrique Mandetta;0,028;0,031;0,027;0,032
2021-07-18;1;0,032;Henrique Mandetta;0,029;0,031;0,027;0,033
2021-07-25;1;0,032;Henrique Mandetta;0,029;0,031;0,027;0,033
2021-08-01;1;0,029;Henrique Mandetta;0,027;0,029;0,026;0,031
2021-08-08;1;0,031;Henrique Mandetta;0,029;0,031;0,027;0,032
2021-08-15;1;0,031;Henrique Mandetta;0,029;0,031;0,027;0,032
2021-08-22;1;0,030;Henrique Mandetta;0,028;0,030;0,027;0,031
2021-08-29;1;0,028;Henrique Mandetta;0,026;0,028;0,025;0,030
2021-09-05;1;0,030;Henrique Mandetta;0,028;0,030;0,026;0,031
2021-09-12;1;0,032;Henrique Mandetta;0,031;0,033;0,029;0,035
2021-09-19;1;0,030;Henrique Mandetta;0,030;0,032;0,028;0,034
2021-09-26;1;0,028;Henrique Mandetta;0,028;0,031;0,027;0,033
2021-10-03;1;0,035;Henrique Mandetta;0,033;0,036;0,031;0,039
2021-10-10;1;0,021;Henrique Mandetta;0,021;0,023;0,019;0,025
2021-10-17;1;0,026;Henrique Mandetta;0,024;0,027;0,022;0,030
2021-10-24;1;0,026;Henrique Mandetta;0,024;0,027;0,022;0,030
2021-10-31;1;0,030;Henrique Mandetta;0,029;0,032;0,026;0,035
2021-11-07;1;0,024;Henrique Mandetta;0,024;0,027;0,022;0,030
2021-11-14;1;0,030;Henrique Mandetta;0,028;0,032;0,026;0,035
2021-11-21;1;0,024;Henrique Mandetta;0,024;0,027;0,022;0,029
2021-11-28;1;0,020;Henrique Mandetta;0,016;0,020;0,014;0,023
