mes,mensal,presidente,positiva,regular,negativa,amostra,erro,nsnr,positiva_int,negativa_int,total_int,governo,bloco,mandato,eleicao,epu,ipca,igp,igpm,divida_publica,cambio,pib,pme,desocupacao,salario_real,cambio_var_mensal,cambio_lag,ipca_mes,ipca_var_mensal,ipca_var_anual,Inflacao_acumulada,pib_var_mensal,pib_var_anual,ipca_no_ano,pib_no_ano,cambio_defl
2001-12-31,2001-12,Fernando Henrique II,0.2263333333333333,0.39333333333333337,0.35733333333333334,1400.6666666666667,2.4,2.3000000000000003,317,500,817,FHC 2,right,0,0,133.19,1812.65,216.163,0.22,51.49,2.36,113016.7,10.1,10.1,593.52,-7.09,2.54,11.710000000000036,0.65,7.67,334.04,-4.13,6.77,7.42,7.59,2.338301043219076
2002-01-31,2002-01,Fernando Henrique II,0.267,0.389,0.305,2002.0,2.2,3.9,534,610,1144,FHC 2,right,0,0,97.47,1822.08,216.944,0.36,52.28,2.38,112374.8,10.8,10.8,587.23,0.85,2.36,9.429999999999836,0.52,7.62,334.56,-0.57,9.6,0.52,-0.57,2.3625149224035016
2002-02-28,2002-02,Fernando Henrique II,0.292,0.389,0.28900000000000003,2001.0,2.1,3.0,584,578,1162,FHC 2,right,0,0,78.38,1828.64,217.074,0.06,51.43,2.42,111477.1,11.1,11.1,585.42,1.68,2.38,6.560000000000173,0.36,7.51,334.92,-0.8,9.68,0.88,-1.37,2.407732164208848
2002-03-31,2002-03,Fernando Henrique II,0.2836666666666667,0.39566666666666667,0.2936666666666667,1734.0,2.4,3.033333333333333,491,509,1000,FHC 2,right,0,0,100.65,1839.61,217.276,0.09,51.01,2.35,118444.7,12.9,12.9,581.81,-2.89,2.42,10.9699999999998,0.6,7.75,335.52,6.25,9.36,1.48,4.88,2.3300198807157058
2002-04-30,2002-04,Fernando Henrique II,0.268,0.39049999999999996,0.308,2001.0,2.1,3.35,536,616,1152,FHC 2,right,0,0,100.33,1854.33,218.486,0.56,50.95,2.32,120385.9,12.5,12.5,642.09,-1.28,2.35,14.720000000000027,0.8,7.98,336.32,1.64,11.91,2.28,6.52,2.2936507936507935
2002-05-31,2002-05,Fernando Henrique II,0.2806666666666667,0.3996666666666666,0.2916666666666667,1734.0,2.4,3.1333333333333333,486,505,991,FHC 2,right,0,0,139.58,1858.22,220.292,0.83,52.17,2.48,123552.5,11.9,11.9,641.51,6.9,2.32,3.8900000000001,0.21,7.77,336.53,2.63,11.11,2.49,9.15,2.4727073146392575
2002-06-30,2002-06,Fernando Henrique II,0.304,0.399,0.27,2001.0,2.1,3.2,608,540,1148,FHC 2,right,0,0,163.81,1866.02,223.688,1.54,54.54,2.71,123424.4,11.6,11.6,637.62,9.27,2.48,7.7999999999999545,0.42,7.66,336.95,-0.1,17.6,2.91,9.05,2.6944831706831307
2002-07-31,2002-07,Fernando Henrique II,0.2733333333333334,0.4066666666666667,0.3,1066.6666666666667,2.3333333333333335,2.3333333333333335,291,320,611,FHC 2,right,0,0,107.62,1888.23,228.057,1.95,58.79,2.93,126856.6,11.9,11.9,630.37,8.12,2.71,22.210000000000036,1.19,7.51,338.14,2.78,14.53,4.1,11.83,2.883782982508153
2002-08-31,2002-08,Fernando Henrique II,0.25866666666666666,0.39766666666666667,0.312,2000.6666666666667,2.066666666666667,2.1666666666666665,517,624,1141,FHC 2,right,0,0,172.39,1900.5,233.348,2.32,55.91,3.11,127800.1,11.7,11.7,625.0,6.14,2.93,12.269999999999982,0.65,7.46,338.79,0.74,13.03,4.75,12.57,3.083457526080476
2002-09-30,2002-09,Fernando Henrique II,0.243,0.38175000000000003,0.34199999999999997,1250.5,2.05,3.325,303,427,730,FHC 2,right,0,0,154.33,1914.18,238.943,2.4,62.45,3.34,125137.8,11.5,11.5,619.85,7.4,3.11,13.680000000000064,0.72,7.93,339.51,-2.08,15.12,5.47,10.49,3.3089753772835575
2002-10-31,2002-10,Fernando Henrique II,0.24433333333333332,0.3953333333333333,0.328,1000.0,2.066666666666667,3.233333333333333,244,328,572,FHC 2,right,0,1,128.66,1939.26,248.199,3.87,60.4,3.81,133125.4,11.2,11.2,610.27,14.07,3.34,25.079999999999927,1.31,8.45,340.82,6.38,14.63,6.78,16.87,3.7478037706050733
2002-11-30,2002-11,Fernando Henrique II,0.24433333333333332,0.3953333333333333,0.328,1000.0,2.066666666666667,3.233333333333333,244,328,572,FHC 2,right,0,0,112.79,1997.83,261.08,5.19,59.85,3.58,135966.6,10.9,10.9,590.26,-6.04,3.81,58.569999999999936,3.02,10.93,343.84,2.13,15.34,9.8,19.0,3.445738691516211
2002-12-31,2002-12,Fernando Henrique II,0.26,0.36,0.36,1000.0,2.0,2.0,260,360,620,FHC 2,right,0,0,128.03,2039.78,270.867,3.75,59.93,3.63,130241.2,10.5,10.5,574.74,1.4,3.58,41.950000000000045,2.1,12.53,345.94,-4.21,15.24,11.9,14.79,3.534769833496572
2003-01-31,2003-01,Lula da Silva I,0.5660000000000001,0.177,0.023,2000.0,2.2,23.4,1132,46,1178,LULA 1,left,1,0,88.15,2085.68,277.173,2.33,59.97,3.44,127177.5,11.2,11.2,560.89,-5.23,3.63,45.899999999999864,2.25,14.47,348.19,-2.35,13.17,2.25,-2.35,3.342298288508557
2003-02-28,2003-02,Lula da Silva I,0.5660000000000001,0.177,0.023,2000.0,2.2,23.4,1132,46,1178,LULA 1,left,0,0,120.28,2118.43,283.506,2.28,60.26,3.59,131373.6,11.6,11.6,552.82,4.36,3.44,32.75,1.57,15.85,349.76,3.3,17.85,3.82,0.95,3.519050900856552
2003-03-31,2003-03,Lula da Silva I,0.48,0.3185,0.07450000000000001,1600.0,2.6,10.2,768,119,887,LULA 1,left,0,0,133.69,2144.49,287.855,1.53,58.46,3.45,138690.5,12.1,12.1,545.35,-3.9,3.59,26.059999999999945,1.23,16.57,350.99,5.57,17.09,5.05,6.52,3.3959300602588165
2003-04-30,2003-04,Lula da Silva I,0.4623333333333333,0.36933333333333335,0.09133333333333334,1400.0,2.466666666666667,7.7,647,127,774,LULA 1,left,0,0,96.79,2165.29,290.512,0.92,54.44,3.12,141388.1,12.5,12.5,645.51,-9.57,3.45,20.800000000000182,0.97,16.77,351.96,1.95,17.45,6.02,8.47,3.0804199267109045
2003-05-31,2003-05,Lula da Silva I,0.516,0.35700000000000004,0.07200000000000001,2000.0,2.2,5.5,1032,144,1176,LULA 1,left,0,0,85.23,2178.5,289.747,-0.26,54.96,2.96,139605.8,12.9,12.9,639.18,-5.13,3.12,13.210000000000036,0.61,17.24,352.57,-1.26,12.99,6.63,7.21,2.93599045820495
2003-06-30,2003-06,Lula da Silva I,0.425,0.405,0.11,1100.0,2.6,6.0,467,121,588,LULA 1,left,0,0,56.88,2175.23,286.843,-1.0,54.42,2.88,137993.4,13.0,13.0,639.57,-2.7,2.96,-3.269999999999982,-0.15,16.57,352.42,-1.15,11.8,6.48,6.06,2.8858287431146716
2003-07-31,2003-07,Lula da Silva I,0.46299999999999997,0.38799999999999996,0.10300000000000001,2000.0,2.2,4.6,925,206,1131,LULA 1,left,0,0,89.62,2179.58,285.649,-0.42,55.11,2.88,145970.6,12.8,12.8,639.31,0.0,2.88,4.349999999999909,0.2,15.43,352.62,5.78,15.07,6.68,11.84,2.872255489021956
2003-08-31,2003-08,Lula da Silva I,0.4665,0.403,0.1,1500.0,2.2,3.05,699,150,849,LULA 1,left,0,0,136.32,2186.99,286.735,0.38,55.49,3.0,144819.4,13.1,13.1,638.16,4.17,2.88,7.4099999999998545,0.34,15.07,352.96,-0.79,13.32,7.02,11.05,2.986446083316723
2003-09-30,2003-09,Lula da Silva I,0.43,0.4,0.14,1200.0,3.0,4.0,516,168,684,LULA 1,left,0,0,54.87,2204.05,290.127,1.18,54.73,2.92,148559.8,13.0,13.0,632.97,-2.67,3.0,17.0600000000004,0.78,15.14,353.74,2.58,18.72,7.8,13.63,2.8896606469537605
2003-10-31,2003-10,Lula da Silva I,0.41800000000000004,0.4315,0.1165,1500.0,2.2,3.4,627,174,801,LULA 1,left,0,0,125.54,2210.44,291.229,0.38,53.8,2.86,154925.9,13.0,13.0,630.51,-2.05,2.92,6.389999999999873,0.29,13.98,354.03,4.29,16.38,8.09,17.92,2.8488383687306813
2003-11-30,2003-11,Lula da Silva I,0.41800000000000004,0.4315,0.1165,1500.0,2.2,3.4,627,174,801,LULA 1,left,0,0,223.96,2217.96,292.657,0.49,54.22,2.91,153644.4,12.2,12.2,628.19,1.75,2.86,7.519999999999982,0.34,11.02,354.37,-0.83,13.0,8.43,17.09,2.896751046442097
2003-12-31,2003-12,Lula da Silva I,0.41333333333333333,0.41966666666666663,0.1396666666666667,2331.6666666666665,2.4,2.4,963,325,1288,LULA 1,left,0,0,84.6,2229.49,294.455,0.61,54.26,2.93,153801.4,10.9,10.9,624.81,0.69,2.91,11.529999999999745,0.52,9.3,354.89,0.1,18.09,8.95,17.19,2.90966971746916
2004-01-31,2004-01,Lula da Silva I,0.41333333333333333,0.41966666666666663,0.1396666666666667,2331.6666666666665,2.4,2.4,963,325,1288,LULA 1,left,0,0,134.21,2246.43,297.039,0.88,54.05,2.85,144558.6,11.7,11.7,619.67,-2.73,2.93,16.940000000000055,0.76,7.71,355.65,-6.01,13.67,0.76,-6.01,2.820960698689956
2004-02-29,2004-02,Lula da Silva I,0.39899999999999997,0.406,0.151,2000.0,2.2,4.4,797,302,1099,LULA 1,left,0,0,255.6,2260.13,299.097,0.69,53.8,2.93,142861.3,12.0,12.0,617.26,2.81,2.85,13.700000000000273,0.61,6.69,356.26,-1.17,8.74,1.37,-7.18,2.906172348673094
2004-03-31,2004-03,Lula da Silva I,0.3365,0.43425,0.20600000000000002,2048.75,2.55,2.325,689,422,1111,LULA 1,left,0,0,89.19,2270.75,302.484,1.13,53.19,2.91,157363.5,12.8,12.8,613.76,-0.68,2.93,10.61999999999989,0.47,5.89,356.73,10.15,13.46,1.84,2.97,2.8917089678511
2004-04-30,2004-04,Lula da Silva I,0.3365,0.43425,0.20600000000000002,2048.75,2.55,2.325,689,422,1111,LULA 1,left,0,0,110.46,2279.15,306.151,1.21,52.91,2.91,156953.9,13.1,13.1,611.26,0.0,2.91,8.400000000000091,0.37,5.26,357.1,-0.26,11.01,2.21,2.71,2.8955863305768657
2004-05-31,2004-05,Lula da Silva I,0.34600000000000003,0.435,0.2,2000.0,2.2,1.9,692,400,1092,LULA 1,left,0,0,125.35,2290.77,310.152,1.31,53.45,3.1,159498.9,12.2,12.2,659.56,6.53,2.91,11.61999999999989,0.51,5.15,357.61,1.62,14.25,2.72,4.33,3.0791960998905576
2004-06-30,2004-06,Lula da Silva I,0.292,0.431,0.2505,1600.0,2.6,2.15,467,400,867,LULA 1,left,0,0,136.06,2307.03,314.419,1.38,52.83,3.13,165342.2,11.7,11.7,656.28,0.97,3.1,16.26000000000022,0.71,6.06,358.32,3.66,19.82,3.43,7.99,3.100883725548605
2004-07-31,2004-07,Lula da Silva I,0.292,0.431,0.2505,1600.0,2.6,2.15,467,400,867,LULA 1,left,0,0,52.63,2328.02,318.532,1.31,52.07,3.04,171370.9,11.2,11.2,651.52,-2.88,3.13,20.98999999999978,0.91,6.81,359.23,3.65,17.4,4.34,11.64,3.0035675354276083
2004-08-31,2004-08,Lula da Silva I,0.366,0.429,0.1735,2897.5,2.1,3.15,1060,502,1562,LULA 1,left,0,0,61.81,2344.08,322.412,1.22,51.44,3.0,169178.9,11.4,11.4,648.28,-1.32,3.04,16.059999999999945,0.69,7.18,359.92,-1.28,16.82,5.03,10.36,2.9725891349687164
2004-09-30,2004-09,Lula da Silva I,0.39649999999999996,0.3955,0.177,1600.0,2.6,2.6,634,283,917,LULA 1,left,0,0,103.22,2351.82,324.651,0.69,50.86,2.89,164702.5,10.9,10.9,647.18,-3.67,3.0,7.7400000000002365,0.33,6.7,360.25,-2.65,10.87,5.36,7.71,2.877205222764876
2004-10-31,2004-10,Lula da Silva I,0.39649999999999996,0.3955,0.177,1600.0,2.6,2.6,634,283,917,LULA 1,left,0,0,137.25,2362.17,325.925,0.39,50.75,2.85,170536.5,10.5,10.5,646.08,-1.38,2.89,10.349999999999909,0.44,6.86,360.69,3.54,10.08,5.8,11.25,2.833134209478296
2004-11-30,2004-11,Lula da Silva I,0.41,0.41,0.16,1200.0,3.0,2.0,491,192,683,LULA 1,left,0,0,138.59,2378.47,328.588,0.82,50.05,2.79,176921.5,10.7,10.7,643.25,-2.11,2.85,16.299999999999727,0.69,7.24,361.38,3.74,15.15,6.49,14.99,2.764028205382859
2004-12-31,2004-12,Lula da Silva I,0.4475,0.391,0.137,2897.5,2.1,2.45,1296,396,1692,LULA 1,left,0,0,46.26,2398.92,331.005,0.74,50.19,2.72,178462.4,9.6,9.6,637.77,-2.51,2.79,20.450000000000273,0.86,7.6,362.24,0.87,16.03,7.35,15.86,2.688280785246877
2005-01-31,2005-01,Lula da Silva I,0.4475,0.391,0.137,2897.5,2.1,2.45,1296,396,1692,LULA 1,left,0,0,120.57,2412.83,332.298,0.39,49.56,2.69,163540.1,10.2,10.2,634.15,-1.1,2.72,13.909999999999854,0.58,7.41,362.82,-8.36,13.13,0.58,-8.36,2.668721415788427
2005-02-28,2005-02,Lula da Silva I,0.425,0.39899999999999997,0.139,2000.0,2.2,3.7,850,278,1128,LULA 1,left,0,0,96.1,2427.07,333.288,0.3,49.3,2.6,160701.6,10.7,10.7,631.37,-3.35,2.69,14.240000000000236,0.59,7.39,363.41,-1.74,12.49,1.17,-10.1,2.5788845809722636
2005-03-31,2005-03,Lula da Silva I,0.425,0.39899999999999997,0.139,2000.0,2.2,3.7,850,278,1128,LULA 1,left,0,0,133.31,2441.87,336.123,0.85,49.31,2.7,175468.7,,10.486956521739133,626.8,3.85,2.6,14.799999999999727,0.61,7.54,364.02,9.19,11.51,1.78,-0.91,2.677566842262201
2005-04-30,2005-04,Lula da Silva I,0.419,0.39799999999999996,0.16,2000.0,2.2,2.3,838,320,1158,LULA 1,left,0,0,118.15,2463.11,339.03,0.86,48.32,2.58,177179.0,10.8,10.8,621.15,-4.44,2.7,21.240000000000236,0.87,8.07,364.89,0.97,12.89,2.65,0.06,2.549122633092099
2005-05-31,2005-05,Lula da Silva I,0.394,0.39649999999999996,0.179,1600.0,2.6,3.05,630,286,916,LULA 1,left,0,0,136.54,2475.18,338.299,-0.22,47.94,2.45,177496.7,10.2,10.2,711.73,-5.04,2.58,12.069999999999709,0.49,8.05,365.38,0.18,11.28,3.14,0.24,2.433177430590109
2005-06-30,2005-06,Lula da Silva I,0.358,0.42000000000000004,0.20800000000000002,2238.0,2.6,1.6,801,465,1266,LULA 1,left,0,0,136.44,2474.68,336.801,-0.44,48.04,2.41,180881.8,9.4,9.4,712.51,-1.63,2.45,-0.5,-0.02,7.27,365.36,1.91,9.4,3.12,2.15,2.4106821364272855
2005-07-31,2005-07,Lula da Silva I,0.37649999999999995,0.3855,0.21500000000000002,2897.5,2.1,2.3,1090,622,1712,LULA 1,left,0,0,88.54,2480.87,335.663,-0.34,48.14,2.37,184073.7,9.5,9.5,712.3,-1.66,2.41,6.190000000000055,0.25,6.57,365.61,1.76,7.41,3.37,3.91,2.3615960099750626
2005-08-31,2005-08,Lula da Silva I,0.29666666666666663,0.38999999999999996,0.29333333333333333,2065.0,2.6666666666666665,2.0,612,605,1217,LULA 1,left,0,0,155.48,2485.09,333.474,-0.65,47.95,2.36,187246.6,9.4,9.4,712.3,-0.42,2.37,4.220000000000255,0.17,6.02,365.78,1.72,10.68,3.54,5.63,2.3542976939203353
2005-09-30,2005-09,Lula da Silva I,0.32399999999999995,0.371,0.28,1600.0,2.6,2.0,518,448,966,LULA 1,left,0,0,90.7,2493.79,331.69,-0.53,47.65,2.29,181538.9,9.7,9.7,711.23,-2.97,2.36,8.699999999999818,0.35,6.04,366.13,-3.05,10.22,3.89,2.58,2.2785251619332336
2005-10-31,2005-10,Lula da Silva I,0.29000000000000004,0.415,0.28,2497.5,2.5,1.5,724,699,1423,LULA 1,left,0,0,61.17,2512.49,333.694,0.6,47.53,2.26,189183.0,9.6,9.6,707.13,-1.31,2.29,18.699999999999818,0.75,6.36,366.88,4.21,10.93,4.64,6.79,2.2357320099255578
2005-11-30,2005-11,Lula da Silva I,0.311,0.376,0.29,2000.0,2.2,2.3,622,580,1202,LULA 1,left,0,0,152.6,2526.31,335.033,0.4,47.42,2.21,194794.5,9.6,9.6,703.33,-2.21,2.26,13.820000000000164,0.55,6.22,367.43,2.97,10.1,5.19,9.76,2.1924415713575334
2005-12-31,2005-12,Lula da Silva I,0.28500000000000003,0.39,0.305,2497.5,2.5,2.0,711,761,1472,LULA 1,left,0,0,153.89,2535.4,335.006,-0.01,47.92,2.29,198480.0,8.4,8.4,700.53,3.62,2.21,9.090000000000146,0.36,5.69,367.79,1.89,11.22,5.55,11.65,2.2781984854523714
2006-01-31,2006-01,Lula da Silva I,0.33,0.39,0.27,1200.0,3.0,2.0,396,324,720,LULA 1,left,0,0,140.05,2550.36,338.083,0.92,47.82,2.27,185564.8,9.3,9.3,697.88,-0.87,2.29,14.960000000000036,0.59,5.7,368.38,-6.51,13.47,0.59,-6.51,2.250820161049806
2006-02-28,2006-02,Lula da Silva I,0.36833333333333335,0.39333333333333337,0.22133333333333335,3196.6666666666665,2.066666666666667,1.7,1177,707,1884,LULA 1,left,0,0,41.44,2560.82,338.128,0.01,47.78,2.16,178482.2,10.1,10.1,696.28,-4.85,2.27,10.460000000000036,0.41,5.51,368.79,-3.82,11.06,1.0,-10.33,2.1470969026989346
2006-03-31,2006-03,Lula da Silva I,0.38,0.385,0.225,2497.5,2.5,1.0,949,561,1510,LULA 1,left,0,0,126.21,2571.83,337.339,-0.23,47.66,2.15,190223.3,10.4,10.4,694.4,-0.46,2.16,11.009999999999764,0.43,5.32,369.22,6.58,8.41,1.43,-3.75,2.1365129941252614
2006-04-30,2006-04,Lula da Silva I,0.373,0.37350000000000005,0.23550000000000001,2897.5,2.1,1.8,1080,682,1762,LULA 1,left,0,0,80.27,2577.23,335.921,-0.42,47.14,2.13,185030.6,10.4,10.4,809.17,-0.93,2.15,5.400000000000091,0.21,4.63,369.43,-2.73,4.43,1.64,-6.48,2.123440774373815
2006-05-31,2006-05,Lula da Silva I,0.38433333333333336,0.385,0.21066666666666667,1400.0,2.466666666666667,2.0,538,294,832,LULA 1,left,0,0,95.08,2579.81,337.185,0.38,47.02,2.18,197874.3,10.2,10.2,808.12,2.35,2.13,2.5799999999999272,0.1,4.23,369.53,6.94,11.48,1.74,0.46,2.176823176823177
2006-06-30,2006-06,Lula da Silva I,0.44,0.36,0.19,1200.0,3.0,1.0,528,228,756,LULA 1,left,0,0,142.32,2574.39,339.712,0.75,46.96,2.25,199071.9,10.4,10.4,808.68,3.21,2.18,-5.420000000000073,-0.21,4.03,369.32,0.61,10.06,1.53,1.07,2.2568393626615895
2006-07-31,2006-07,Lula da Silva I,0.395,0.38625,0.21325,1350.0,2.6,1.05,533,287,820,LULA 1,left,0,0,75.04,2579.28,340.312,0.18,46.83,2.19,206974.4,10.8,10.8,807.79,-2.67,2.25,4.890000000000327,0.19,3.97,369.51,3.97,12.44,1.72,5.04,2.1839504940612833
2006-08-31,2006-08,Lula da Silva I,0.447,0.363125,0.1795,1225.0,2.575,1.1625,547,219,766,LULA 1,left,0,0,82.95,2580.57,341.574,0.37,46.62,2.16,209818.0,10.6,10.6,807.95,-1.37,2.19,1.2899999999999636,0.05,3.84,369.56,1.37,12.05,1.77,6.41,2.1584207896051977
2006-09-30,2006-09,Lula da Silva I,0.45999999999999996,0.346,0.184,1100.0,2.6,1.1,505,202,707,LULA 1,left,0,0,101.04,2585.99,342.561,0.29,46.57,2.17,201055.4,10.0,10.0,806.66,0.46,2.16,5.419999999999618,0.21,3.7,369.77,-4.18,10.75,1.98,2.23,2.163356950404151
2006-10-31,2006-10,Lula da Silva I,0.49714285714285716,0.32571428571428573,0.16285714285714287,1085.7142857142858,2.542857142857143,1.0,539,176,715,LULA 1,left,0,1,113.52,2594.52,344.155,0.47,46.17,2.15,214271.7,9.8,9.8,803.21,-0.92,2.17,8.5300000000002,0.33,3.26,370.1,6.57,13.26,2.31,8.8,2.139639190670786
2006-11-30,2006-11,Lula da Silva I,0.49714285714285716,0.32571428571428573,0.16285714285714287,1085.7142857142858,2.542857142857143,1.0,539,176,715,LULA 1,left,0,0,84.58,2602.56,346.746,0.75,46.01,2.16,219724.2,9.6,9.6,799.85,0.47,2.15,8.039999999999964,0.31,3.02,370.41,2.54,12.8,2.62,11.34,2.1502342737513707
2006-12-31,2006-12,Lula da Silva I,0.5449999999999999,0.31000000000000005,0.135,1100.0,2.6,0.5,599,148,747,LULA 1,left,0,0,78.51,2615.05,347.842,0.32,46.49,2.15,221359.3,8.4,8.4,794.93,-0.46,2.16,12.490000000000236,0.48,3.14,370.89,0.74,11.53,3.1,12.08,2.1349522292993632
2007-01-31,2007-01,Lula da Silva II,0.48,0.37,0.14,1000.0,3.0,1.0,480,140,620,LULA 2,left,1,0,149.84,2626.56,349.593,0.5,45.95,2.14,211130.7,9.3,9.3,791.05,-0.47,2.15,11.509999999999764,0.44,2.99,371.33,-4.62,13.78,0.44,-4.62,2.1262445240939867
2007-02-28,2007-02,Lula da Silva II,0.48,0.37,0.14,1000.0,3.0,1.0,480,140,620,LULA 2,left,0,0,91.71,2638.12,350.524,0.27,45.86,2.1,202704.1,9.9,9.9,787.74,-1.87,2.14,11.559999999999945,0.44,3.02,371.77,-3.99,13.57,0.88,-8.61,2.08641975308642
2007-03-31,2007-03,Lula da Silva II,0.48,0.37,0.14,4100.0,2.0,1.0,1968,574,2542,LULA 2,left,0,0,86.29,2647.88,351.717,0.34,45.81,2.09,217588.9,10.2,10.2,784.29,-0.48,2.1,9.760000000000218,0.37,2.96,372.14,7.34,14.39,1.25,-1.27,2.0786091461592107
2007-04-30,2007-04,Lula da Silva II,0.49333333333333335,0.33866666666666667,0.15066666666666664,1734.0,2.733333333333333,1.2,855,261,1116,LULA 2,left,0,0,105.5,2654.5,351.869,0.04,45.08,2.03,215128.8,10.2,10.2,849.31,-2.87,2.09,6.619999999999891,0.25,3.0,372.39,-1.13,16.27,1.5,-2.4,2.0224438902743143
2007-05-31,2007-05,Lula da Silva II,0.49333333333333335,0.33866666666666667,0.15066666666666664,1734.0,2.733333333333333,1.2,855,261,1116,LULA 2,left,0,0,97.58,2661.93,352.02,0.04,45.23,1.98,226537.9,10.2,10.2,847.1,-2.46,2.03,7.429999999999836,0.28,3.18,372.67,5.3,14.49,1.78,2.9,1.971679297965696
2007-06-30,2007-06,Lula da Silva II,0.475,0.365,0.14,2000.0,3.0,2.0,950,280,1230,LULA 2,left,0,0,84.2,2669.38,352.936,0.26,44.8,1.93,228988.6,9.7,9.7,844.49,-2.53,1.98,7.450000000000273,0.28,3.69,372.95,1.08,15.03,2.06,3.98,1.9218189070602314
2007-07-31,2007-07,Lula da Silva II,0.5,0.33,0.16,1200.0,3.0,1.0,600,192,792,LULA 2,left,0,0,55.86,2675.79,353.92,0.28,44.73,1.88,233824.1,9.5,9.5,841.79,-2.59,1.93,6.4099999999998545,0.24,3.74,373.19,2.11,12.97,2.3,6.09,1.873104549082203
2007-08-31,2007-08,Lula da Silva II,0.48,0.36,0.15,4100.0,2.0,1.0,1968,615,2583,LULA 2,left,0,0,181.67,2688.37,357.404,0.98,44.09,1.97,235019.1,9.6,9.6,836.86,4.79,1.88,12.579999999999927,0.47,4.18,373.66,0.51,12.01,2.77,6.6,1.9561063003881753
2007-09-30,2007-09,Lula da Silva II,0.48,0.32,0.18,1200.0,3.0,1.0,576,216,792,LULA 2,left,0,0,127.36,2693.21,361.997,1.29,44.59,1.9,223002.7,9.0,9.0,834.77,-3.55,1.97,4.8400000000001455,0.18,4.15,373.84,-5.11,10.92,2.95,1.49,1.8947893791175883
2007-10-31,2007-10,Lula da Silva II,0.465,0.359,0.165,2000.0,3.0,1.1,930,330,1260,LULA 2,left,0,0,81.97,2701.29,365.794,1.05,44.6,1.8,241939.4,8.7,8.7,832.27,-5.26,1.9,8.079999999999927,0.3,4.12,374.14,8.49,12.91,3.25,9.98,1.7916251246261217
2007-11-30,2007-11,Lula da Silva II,0.5,0.35,0.14,4100.0,2.0,1.0,2050,574,2624,LULA 2,left,0,0,111.01,2711.55,368.334,0.69,44.11,1.77,241938.4,8.3,8.3,828.71,-1.67,1.8,10.260000000000218,0.38,4.19,374.52,-0.0,10.11,3.63,9.98,1.759513847379956
2007-12-31,2007-12,Lula da Silva II,0.51,0.31,0.17,1200.0,3.0,0.0,612,204,816,LULA 2,left,0,0,189.98,2731.62,374.815,1.76,44.55,1.79,242460.2,7.5,7.5,820.75,1.13,1.77,20.06999999999971,0.74,4.46,375.26,0.22,9.53,4.37,10.2,1.7695056581298392
2008-01-31,2008-01,Lula da Silva II,0.51,0.31,0.17,1200.0,3.0,0.0,612,204,816,LULA 2,left,0,0,224.4,2746.37,378.9,1.09,43.71,1.77,237247.7,8.0,8.0,815.12,-1.12,1.79,14.75,0.54,4.56,375.8,-2.15,12.37,0.54,-2.15,1.7551223393674156
2008-02-29,2008-02,Lula da Silva II,0.527,0.325,0.13699999999999998,2000.0,3.0,1.1,1054,273,1327,LULA 2,left,0,0,175.41,2759.83,380.906,0.53,43.79,1.73,232680.4,8.72,8.72,811.23,-2.26,1.77,13.460000000000036,0.49,4.61,376.29,-1.93,14.79,1.03,-4.08,1.716688227684347
2008-03-31,2008-03,Lula da Silva II,0.57,0.31,0.11,2434.0,2.6666666666666665,1.0,1387,267,1654,LULA 2,left,0,0,151.3,2773.08,383.731,0.74,43.0,1.71,242124.4,8.6,8.6,881.45,-1.16,1.73,13.25,0.48,4.73,376.77,4.06,11.28,1.51,-0.02,1.6970541401273889
2008-04-30,2008-04,Lula da Silva II,0.575,0.29600000000000004,0.113,2000.0,3.0,1.6,1150,226,1376,LULA 2,left,0,0,123.32,2788.33,386.38,0.69,42.82,1.69,248793.8,8.5,8.5,875.85,-1.17,1.71,15.25,0.55,5.04,377.32,2.75,15.65,2.06,2.73,1.6752859273993037
2008-05-31,2008-05,Lula da Silva II,0.575,0.29600000000000004,0.113,2000.0,3.0,1.6,1150,226,1376,LULA 2,left,0,0,76.78,2810.36,392.592,1.61,43.03,1.66,254936.9,7.9,7.9,867.52,-1.78,1.69,22.0300000000002,0.79,5.58,378.11,2.47,12.54,2.85,5.2,1.6391507093957736
2008-06-30,2008-06,Lula da Silva II,0.58,0.29,0.12,1601.0,3.0,1.0,928,192,1120,LULA 2,left,0,0,82.63,2831.16,400.382,1.98,42.89,1.62,265791.2,7.9,7.9,859.7,-2.41,1.66,20.799999999999727,0.74,6.06,378.85,4.26,16.07,3.59,9.46,1.600754417311892
2008-07-31,2008-07,Lula da Silva II,0.58,0.29,0.12,1601.0,3.0,1.0,928,192,1120,LULA 2,left,0,0,58.24,2846.16,407.446,1.76,42.74,1.59,278095.6,8.1,8.1,854.74,-1.85,1.62,15.0,0.53,6.37,379.38,4.63,18.93,4.12,14.09,1.5763453695414302
2008-08-31,2008-08,Lula da Silva II,0.58,0.29,0.12,1601.0,3.0,1.0,928,192,1120,LULA 2,left,0,0,109.44,2854.13,406.127,-0.32,42.02,1.61,269235.6,7.6,7.6,852.95,1.26,1.59,7.970000000000255,0.28,6.17,379.66,-3.19,14.56,4.4,10.9,1.6027124052652577
2008-09-30,2008-09,Lula da Silva II,0.6769999999999999,0.243,0.077,2325.5,2.75,0.8,1574,179,1753,LULA 2,left,0,0,261.73,2861.55,406.557,0.11,39.96,1.8,265271.2,7.7,7.7,851.67,11.8,1.61,7.420000000000073,0.26,6.25,379.92,-1.47,18.95,4.66,9.43,1.7927388789148213
